#{"t_start": 1765153653.31752, "env_id": "BipedalWalker-v3"}
r,l,t
-33.495013,1600,1040.263029
-100.746055,78,1040.34116
-111.059298,62,1040.403309
-37.830183,1600,1043.262868
-108.805628,66,1043.326449
-110.10231,50,1043.379764
-105.564534,76,1043.456116
-34.692782,1600,1045.413512
-38.46223,1600,1047.713243
-109.398058,70,1047.769349
-36.905752,1600,1049.945811
-29.026049,1600,1052.095428
-112.826261,95,1052.190897
-24.370579,1600,1054.316781
-112.935915,60,1054.482968
-28.31306,1600,1057.430024
-110.37689,78,1057.47895
-30.285252,1600,1059.739741
-102.148013,73,1059.854384
-23.962054,1600,1061.726593
-93.656206,108,1061.82509
-23.744763,1600,1063.735308
-111.468734,67,1063.781624
-117.50853,153,1063.88883
-31.694238,1600,1066.272103
-128.45192,269,1066.600622
-94.33092,94,1066.704985
-29.056082,1600,1068.419442
-30.414939,1600,1070.552215
-25.099068,1600,1072.70212
-95.697618,76,1072.787933
-35.550482,1600,1075.634442
-37.867598,1600,1078.33165
-104.587705,148,1078.431798
-35.579549,1600,1081.102298
-117.951707,172,1081.31808
-117.784793,73,1081.373736
-35.164173,1600,1084.174129
-35.621769,1600,1086.827891
-32.934436,1600,1089.485884
-24.078219,1600,1091.92163
-28.368381,1600,1093.948509
-21.829948,1600,1095.759356
-21.833568,1600,1097.848848
-21.853717,1600,1099.563278
-20.586087,1600,1102.338825
-121.190322,72,1102.421973
-20.225978,1600,1104.734617
-22.563799,1600,1107.679189
-26.855652,1600,1109.565457
-21.817394,1600,1111.614834
-19.45911,1600,1113.678026
-122.525493,115,1114.072885
-120.204848,96,1114.165228
-20.491566,1600,1116.477245
-28.324805,1600,1118.580122
-23.089353,1600,1121.032174
-117.408495,71,1121.085786
-114.688723,115,1121.186253
-101.907302,93,1121.325785
-24.479831,1600,1123.493258
-100.367025,98,1123.565289
-129.259663,177,1124.059496
-98.427981,128,1124.386062
-24.407669,1600,1126.877932
-116.122058,89,1126.957186
-96.088099,67,1127.049009
-111.997402,67,1127.096204
-94.234036,79,1127.159933
-94.78652,90,1127.241873
-115.175611,83,1127.388614
-95.881565,71,1127.442664
-108.792918,57,1127.480411
-95.791655,75,1127.719601
-96.269756,99,1127.795146
-120.756836,122,1127.915669
-19.930465,1600,1130.473613
-22.002019,1600,1133.075754
-113.373603,81,1133.164047
-100.269388,122,1133.415224
-114.233741,88,1133.506908
-21.343914,1600,1136.019597
-19.415455,1600,1138.288802
-17.796176,1600,1140.302705
-114.328572,62,1140.357077
-112.603817,61,1140.407459
-31.521193,1600,1141.95399
-19.942669,1600,1143.323663
-22.183598,1600,1145.64106
-32.998529,1600,1147.839467
-112.866963,83,1147.932321
-23.802221,1600,1149.940304
-26.246327,1600,1152.161029
-22.714819,1600,1154.097811
-116.054256,93,1154.293916
-16.692363,1600,1157.39264
-114.682978,86,1157.473239
-94.370896,92,1157.771796
-117.210322,100,1157.847268
-95.852739,102,1157.928547
-95.660625,87,1158.129609
-19.230484,1600,1160.474227
-96.066874,74,1160.534767
-117.281786,59,1160.635156
-112.993817,91,1160.728119
-95.245729,84,1160.821389
-95.541416,87,1161.11633
-114.507636,53,1161.170285
-110.758506,58,1161.230142
-23.940602,1600,1164.030471
-101.468126,84,1164.209503
-98.067104,101,1164.309707
-111.836388,85,1164.397958
-96.144097,95,1164.691331
-117.21021,105,1164.779243
-112.050846,78,1164.841827
-96.814341,83,1165.282565
-21.604009,1600,1168.115022
-21.433711,1600,1170.285091
-112.607859,95,1170.433013
-111.515785,90,1170.529598
-97.735628,103,1170.617956
-96.538486,85,1170.739269
-93.602533,152,1170.904907
-94.202467,102,1171.025729
-19.20247,1600,1173.158696
-99.714959,72,1173.206303
-116.944521,86,1173.700621
-97.802081,74,1173.744596
-24.475245,1600,1176.221716
-35.517936,1600,1178.212708
-111.089505,75,1178.521877
-28.011532,1600,1180.328744
-115.518288,99,1180.459623
-95.611522,96,1180.569426
-103.97733,68,1180.625945
-26.989065,1600,1182.206873
-116.495831,68,1182.262449
-29.42624,1600,1183.824542
-102.772942,70,1183.881979
-25.089791,1600,1185.518978
-28.019774,1600,1187.109643
-95.008594,87,1187.234516
-113.526552,99,1187.310608
-28.20723,1600,1188.873257
-23.061558,1600,1190.429949
-28.225996,1600,1192.333355
-21.875721,1600,1194.39104
-20.191253,1600,1196.75463
-15.490871,1600,1198.860162
-17.496082,1600,1200.406459
-96.662416,86,1200.469023
-97.876649,80,1200.553227
-101.545033,100,1200.622934
-101.530449,61,1200.686345
-34.429923,1600,1202.098593
-19.121303,1600,1203.818405
-27.040861,1600,1205.839766
-98.96923,89,1205.912474
-15.31955,1600,1207.656783
-94.88582,97,1207.718488
-95.932158,89,1207.783223
-22.942045,1600,1209.257609
-118.563147,101,1209.352842
-21.798734,1600,1211.118808
-94.384298,112,1211.336359
-94.311555,104,1211.407185
-118.347371,106,1211.479973
-119.71841,113,1211.776038
-119.520112,123,1211.862115
-14.692999,1600,1213.464934
-118.15758,116,1213.574133
-94.539933,107,1213.662398
-94.1107,135,1213.782709
-94.846937,123,1213.866441
-20.066381,1600,1215.517554
-118.637586,79,1215.586874
-94.266326,104,1215.67803
-118.322882,109,1215.818197
-26.064518,1600,1217.860663
-112.101806,94,1217.948593
-114.21334,89,1218.109707
-113.156704,98,1218.208342
-94.788806,75,1218.333987
-117.360657,105,1218.422953
-116.507025,79,1218.508481
-118.545171,79,1218.661533
-120.841979,121,1218.773648
-95.193568,74,1218.8332
-95.645434,120,1219.097579
-23.566016,1600,1220.655925
-94.862495,82,1220.738958
-94.006988,103,1220.895532
-117.204763,77,1220.957681
-117.659922,111,1221.04109
-95.291175,102,1221.14877
-115.500893,114,1221.226808
-113.083688,81,1221.362276
-113.071933,80,1221.421636
-116.679111,110,1221.500745
-116.317916,68,1221.613008
-96.060545,180,1221.793193
-94.800689,86,1221.889562
-115.560939,97,1222.03432
-19.45068,1600,1223.767211
-94.064953,116,1223.891773
-19.712092,1600,1225.510178
-112.829376,85,1225.580199
-98.122226,104,1225.69987
-17.068646,1600,1227.951874
-27.211739,1600,1229.753263
-124.370229,196,1230.11852
-25.505429,1600,1231.812358
-114.164623,102,1231.967214
-26.025748,1600,1233.590554
-107.14273,90,1233.659918
-100.677935,101,1233.776396
-21.613437,1600,1235.815017
-94.65393,87,1235.903219
-15.065474,1600,1237.774538
-113.029698,83,1237.829835
-13.796846,1600,1239.813518
-119.065784,138,1239.971406
-13.060565,1600,1241.800632
-94.127887,98,1241.871755
-115.383383,74,1242.661543
-95.630152,146,1242.741767
-15.210077,1600,1244.903576
-118.718517,99,1245.042599
-118.895956,146,1245.180061
-118.160355,124,1245.474218
-94.183783,96,1245.578066
-16.057966,1600,1247.706527
-120.880726,86,1247.857249
-118.81007,73,1247.910951
-20.781325,1600,1249.770411
-100.297754,87,1249.955418
-16.517605,1600,1252.050533
-15.352828,1600,1253.887781
-14.159967,1600,1255.723209
-18.151785,1600,1257.628755
-14.387855,1600,1259.818183
-18.259238,1600,1261.387791
-11.003418,1600,1263.240895
-16.078084,1600,1264.700492
-12.307848,1600,1265.872232
-19.73587,1600,1267.288953
-11.619879,1600,1268.779734
-95.280031,83,1268.911561
-9.798934,1600,1270.769131
-13.927648,1600,1272.795658
-11.79901,1600,1274.452743
-28.106083,1600,1277.332491
-94.592767,96,1277.424114
-118.590629,130,1277.71935
-120.929056,150,1277.811623
-94.418972,156,1277.972331
-100.820646,112,1278.059763
-117.498661,88,1278.151964
-116.291727,94,1278.227128
-13.231431,1600,1279.854175
-96.357062,106,1279.997236
-10.880839,1600,1282.604713
-99.865494,84,1282.657395
-94.213072,103,1282.806288
-94.564365,101,1282.918005
-94.047184,134,1283.41698
-20.210953,1600,1285.002689
-94.015308,110,1285.145108
-94.410211,137,1285.347752
-16.924635,1600,1287.142591
-117.359196,105,1287.205637
-117.082511,91,1287.41875
-93.092784,123,1287.51239
-101.084346,96,1287.634164
-95.236969,107,1287.714456
-105.30499,51,1287.753173
-95.599388,103,1287.908956
-94.44612,159,1288.068409
-112.788049,95,1288.214946
-119.707361,124,1288.304206
-118.747916,83,1288.371652
-93.728469,180,1288.588051
-100.98412,134,1288.752306
-93.717795,99,1288.840018
-111.882942,98,1288.921134
-93.889049,93,1289.049736
-93.812862,125,1289.132483
-94.713832,79,1289.690302
-94.314968,161,1289.799114
-119.310938,107,1289.927827
-95.821732,69,1289.980841
-12.954015,1600,1291.943581
-114.082411,130,1292.133803
-94.001896,119,1292.241656
-18.007085,1600,1294.436126
-11.130356,1600,1296.075437
-101.72926,112,1296.160006
-92.680952,110,1296.264686
-112.012307,84,1296.344343
-118.086664,96,1296.408776
-115.475103,62,1296.451784
-16.848497,1600,1298.326169
-118.537757,123,1298.469701
-95.687718,112,1298.613283
-27.546316,1600,1300.464497
-22.716384,1600,1301.997946
-16.923138,1600,1303.845277
-101.956319,78,1304.010775
-97.022739,214,1304.199959
-15.325185,1600,1306.299294
-117.05563,130,1306.409478
-117.379085,111,1306.530991
-117.601969,92,1306.603429
-120.281071,99,1306.682081
-9.948839,1600,1308.227925
-118.66243,85,1308.287102
-93.48486,173,1308.480901
-109.73762,62,1308.533926
-112.965145,108,1308.611672
-95.250409,96,1308.740785
-15.892787,1600,1310.314458
-18.441118,1600,1312.214169
-94.650616,100,1312.374764
-110.951919,67,1312.434607
-15.920953,1600,1314.164675
-102.248765,84,1314.228278
-93.442632,112,1314.393991
-95.529109,127,1314.494271
-112.018804,71,1314.590266
-114.954661,59,1314.640282
-94.098718,81,1314.706037
-113.392456,99,1314.841712
-94.58795,136,1314.947345
-116.28603,69,1315.010206
-120.132696,107,1315.139777
-94.568852,86,1315.208987
-116.569008,111,1315.332294
-117.814016,85,1315.405015
-117.141996,98,1315.483144
-116.795033,70,1315.582185
-117.105251,71,1315.642068
-115.777988,82,1315.706881
-116.534346,107,1315.874223
-94.319242,96,1315.966285
-118.310581,91,1316.035469
-95.54605,199,1316.211538
-94.912322,109,1316.688113
-12.709359,1600,1318.56566
-13.978696,1600,1320.251925
-117.908082,76,1320.305943
-115.255922,78,1320.417048
-11.255047,1600,1322.168159
-116.968731,80,1322.226025
-117.697565,108,1322.395508
-110.748246,57,1322.434222
-114.803585,74,1322.480683
-111.13127,66,1322.529611
-110.24546,63,1322.672899
-100.271614,87,1322.734088
-114.986498,62,1322.771472
-122.600667,145,1322.946735
-99.053616,100,1323.017127
-118.549969,108,1323.147738
-117.038666,169,1323.365142
-117.450137,94,1323.489373
-94.472845,151,1323.595777
-9.938809,1600,1325.161048
-120.212682,140,1325.289483
-118.415612,98,1325.36115
-95.781413,117,1325.500463
-116.471513,67,1325.551898
-100.702224,89,1325.617442
-113.91795,91,1325.725271
-11.18776,1600,1327.29759
-118.942022,109,1327.366202
-99.895595,88,1327.502702
-9.491784,1600,1329.298875
-94.326274,145,1329.47774
-11.694676,1600,1331.154136
-113.723034,68,1331.205167
-111.113796,65,1331.27324
-94.679423,99,1331.388548
-121.443005,176,1331.527467
-9.556354,1600,1333.076799
-111.298847,64,1333.125473
-118.071618,70,1333.181579
-16.340657,1600,1334.693831
-12.219825,1600,1336.347448
-111.664615,76,1336.422157
-116.868342,83,1336.485107
-109.834363,49,1336.56065
-116.691524,61,1336.605484
-94.338605,152,1336.715734
-94.493896,99,1336.888101
-94.111482,118,1336.969616
-92.702262,108,1337.147895
-119.510598,117,1337.260937
-118.082544,121,1337.437243
-93.251066,150,1337.566572
-94.83799,78,1337.624932
-115.917146,87,1337.718205
-110.895734,61,1337.757463
-11.150038,1600,1339.75572
-116.217006,91,1339.898871
-94.035788,99,1339.987515
-94.201521,94,1340.07511
-117.569397,76,1340.168602
-9.380669,1600,1341.79799
-94.949049,108,1341.87269
-95.564375,79,1341.981891
-118.624214,174,1342.119154
-94.38863,109,1342.226951
-95.341918,78,1342.279676
-116.998845,62,1342.336752
-94.771222,84,1342.465863
-118.14843,100,1342.563243
-93.951024,143,1342.741373
-116.27645,71,1342.822506
-116.856912,81,1342.872421
-100.173384,93,1342.990234
-95.177452,91,1343.06195
-94.469755,84,1343.132039
-96.088793,74,1343.227379
-94.714166,102,1343.294518
-93.468619,158,1343.530926
-118.190362,113,1343.599865
-118.564137,106,1343.701383
-94.32027,129,1343.859169
-95.131175,175,1344.09024
-116.752007,78,1344.149886
-96.472086,70,1344.201243
-95.419181,140,1344.346991
-95.064216,88,1344.417624
-96.841945,95,1344.477387
-95.045078,99,1344.638094
-94.343101,122,1344.724313
-98.796679,81,1344.824105
-95.41495,79,1344.881371
-93.816073,97,1344.958218
-93.901331,102,1345.073286
-94.731535,79,1345.12732
-94.406054,88,1345.200172
-117.719394,96,1345.357054
-104.93819,57,1345.400087
-93.758624,100,1345.469166
-94.284045,84,1345.658789
-93.45632,104,1345.765665
-94.806661,81,1345.843286
-94.921734,87,1346.039723
-117.754281,107,1346.121352
-115.763189,77,1346.175722
-116.407715,79,1346.284085
-96.03372,78,1346.352196
-94.295791,98,1346.422985
-93.554062,99,1346.544502
-120.000556,118,1346.647649
-17.059773,1600,1348.544427
-118.887981,88,1348.617399
-94.226544,89,1348.704356
-118.349877,94,1348.876541
-118.070324,121,1348.973515
-94.140487,100,1349.041857
-94.449073,85,1349.194371
-94.287572,81,1349.27762
-114.054983,68,1349.350521
-117.13147,60,1349.445193
-117.859289,122,1349.553031
-117.743957,99,1349.661984
-94.888839,106,1349.737283
-93.871022,102,1349.813354
-116.868364,79,1349.963296
-116.543758,84,1350.020943
-119.402593,117,1350.108156
-118.735743,96,1350.228016
-94.540361,102,1350.311384
-94.745601,76,1350.378382
-93.599853,99,1350.508991
-119.67962,112,1350.600717
-93.965671,109,1350.735536
-117.408284,81,1350.805084
-112.549944,72,1350.860888
-94.529827,128,1350.991287
-94.197139,111,1351.100916
-94.093243,87,1351.274833
-117.102609,92,1351.347353
-116.404161,99,1351.412021
-94.650124,136,1351.578669
-119.076318,79,1351.641282
-116.70415,80,1351.707718
-94.460963,87,1351.890398
-114.385321,60,1351.93017
-119.565264,142,1352.128631
-95.103717,84,1352.195408
-94.157823,121,1352.290973
-117.107747,97,1352.475434
-94.504147,93,1352.553176
-117.0746,61,1352.603279
-94.510712,95,1352.734645
-118.117254,113,1352.823308
-95.360667,99,1352.929583
-94.565296,91,1353.010828
-117.456764,154,1353.182305
-119.074295,112,1353.26994
-119.150722,74,1353.327936
-94.588083,111,1353.460654
-94.659375,113,1353.575216
-94.620155,80,1353.639574
-95.255765,116,1353.765249
-95.174367,72,1353.828275
-95.892753,147,1353.990586
-95.000945,141,1354.10898
-94.533614,85,1354.223998
-94.471185,74,1354.281132
-94.702114,115,1354.375497
-95.177164,89,1354.489643
-94.130917,88,1354.566052
-94.437186,137,1354.730814
-93.990565,77,1354.785589
-94.536917,87,1354.877685
-94.408101,100,1355.139987
-94.323775,97,1355.210237
-93.889496,98,1355.29406
-119.437926,67,1355.476645
-94.450513,94,1355.556509
-93.498386,105,1355.638939
-118.336003,102,1355.748529
-115.925747,76,1355.814107
-94.60731,85,1355.896857
-94.104453,114,1356.014918
-95.445784,107,1356.105877
-94.073684,102,1356.238913
-94.20071,102,1356.312915
-119.330731,105,1356.45848
-94.425057,87,1356.518941
-94.45029,81,1356.582204
-119.24267,122,1356.732841
-118.702656,70,1356.790861
-94.869773,110,1356.871654
-117.2612,78,1356.983798
-117.73444,90,1357.061285
-118.672777,107,1357.149466
-93.720879,112,1357.278885
-119.947255,141,1357.384372
-95.222393,91,1357.509408
-94.406733,88,1357.579714
-93.817388,86,1357.651602
-94.213609,85,1357.7602
-111.115044,69,1357.821877
-94.71823,87,1357.886259
-95.173265,88,1358.08995
-119.61322,142,1358.23401
-94.919741,90,1358.375226
-119.083528,99,1358.470513
-95.424701,76,1358.523535
-116.251847,89,1358.878728
-118.804187,105,1358.952656
-95.320601,70,1359.005686
-117.694286,117,1359.299245
-95.850374,80,1359.35525
-94.161529,91,1359.499965
-94.40816,99,1359.588769
-93.948131,115,1359.690473
-94.953425,88,1359.787001
-120.094267,159,1359.904876
-94.186666,91,1360.00933
-93.790435,84,1360.080799
-95.519814,125,1360.243026
-93.888958,100,1360.316463
-94.408466,96,1360.393667
-122.675639,129,1360.54594
-93.923445,109,1360.621404
-113.209713,76,1360.682256
-94.932945,75,1360.823951
-93.838515,93,1360.887496
-94.478399,105,1361.043911
-93.691987,102,1361.106838
-94.958856,93,1361.171669
-118.555248,135,1361.37876
-117.611837,94,1361.435873
-117.939067,105,1361.573997
-118.718743,99,1361.634818
-95.319827,61,1361.675271
-93.615474,86,1361.813871
-93.90806,134,1361.904337
-118.285916,89,1361.977185
-117.076915,71,1362.148631
-93.635623,91,1362.211944
-94.894713,77,1362.306226
-94.678393,104,1362.530082
-117.549051,67,1362.578227
-94.686543,93,1362.649086
-115.93674,114,1362.855442
-94.846014,104,1362.933451
-94.339523,109,1363.092959
-95.128029,112,1363.174469
-115.628834,90,1363.244163
-94.192794,85,1363.34678
-97.741356,85,1363.402412
-94.479427,95,1363.550102
-96.908064,71,1363.602763
-96.062071,76,1363.658946
-93.86722,95,1363.722855
-94.347796,114,1363.922332
-120.009173,156,1364.097913
-121.862953,222,1364.299289
-94.656762,118,1364.669878
-114.146717,97,1364.733466
-94.843329,107,1364.942073
-119.715771,85,1365.001327
-117.183003,88,1365.082134
-16.869851,1600,1366.495526
-93.878308,130,1366.581193
-120.212605,117,1366.750684
-95.972805,80,1366.804295
-94.502946,76,1366.864348
-94.78312,111,1366.999163
-94.278723,89,1367.057264
-94.704622,81,1367.121126
-94.593018,96,1367.295454
-93.974391,113,1367.383523
-112.699602,93,1367.466959
-116.336862,77,1367.561169
-95.145134,71,1367.6072
-94.150316,91,1367.676486
-95.070373,93,1367.941234
-115.635773,69,1368.007135
-96.474538,134,1368.23324
-101.084395,83,1368.299299
-119.263581,111,1368.366078
-111.705827,76,1368.470462
-93.49398,130,1368.564613
-94.593191,88,1368.627818
-100.303674,116,1368.753134
-113.249848,100,1368.821625
-116.501115,90,1368.914716
-93.9962,93,1368.984225
-93.352352,91,1369.046405
-93.125258,140,1369.191711
-94.443923,116,1369.27405
-119.094993,148,1369.449116
-118.422028,124,1369.53126
-94.185331,94,1369.673589
-94.876966,91,1369.742199
-116.506232,86,1369.810038
-93.858531,113,1369.934304
-92.917249,125,1370.02001
-118.178207,90,1370.143505
-94.15998,83,1370.202711
-94.360827,125,1370.36128
-110.014926,56,1370.403198
-94.939394,74,1370.455746
-94.197381,85,1370.522744
-112.350716,82,1370.63926
-95.014029,103,1370.710327
-111.47368,77,1370.769315
-95.701395,86,1370.881738
-116.506791,138,1370.97225
-94.135024,163,1371.288968
-95.250635,88,1371.350487
-93.057733,116,1371.48209
-112.034559,75,1371.539954
-119.722253,122,1371.648676
-117.746282,117,1371.781605
-95.705835,88,1371.848973
-95.00072,96,1371.955256
-119.494791,92,1372.014938
-114.419422,106,1372.099224
-118.927769,216,1372.301235
-115.758522,105,1372.543737
-117.561141,104,1372.621839
-94.712582,90,1372.688208
-95.959049,170,1372.850923
-93.946268,91,1372.920213
-117.44154,105,1373.045714
-93.021068,183,1373.217103
-118.815907,126,1373.300036
-118.598042,211,1373.521228
-94.557581,143,1373.611763
-17.6744,1600,1374.828131
-95.417024,119,1374.910769
-117.64298,94,1375.016913
-93.350884,138,1375.109931
-94.682856,108,1375.311969
-95.554388,170,1375.472991
-116.523456,112,1375.645852
-117.332974,86,1375.710112
-95.512793,78,1375.821392
-94.238246,170,1375.981529
-94.118244,146,1376.116341
-110.696106,65,1376.947392
-94.570135,153,1377.046141
-118.907372,81,1377.44927
-114.570957,69,1377.49893
-118.146836,88,1377.561028
-93.555965,104,1377.994236
-94.801351,98,1378.083449
-95.079088,84,1378.159866
-95.132128,203,1378.37635
-111.049873,87,1378.546765
-111.81947,75,1378.612415
-94.529379,81,1378.674464
-95.058517,113,1378.83042
-94.602045,86,1378.915867
-115.520314,60,1378.979078
-116.159492,89,1379.067038
-97.203654,123,1379.240484
-118.391454,71,1379.310009
-94.57559,88,1379.447242
-94.852527,74,1379.526985
-94.341381,113,1379.629693
-119.588738,113,1379.766467
-93.287457,93,1379.843317
-114.673751,79,1379.896488
-93.729292,96,1380.031742
-116.440025,84,1380.139239
-111.924655,61,1380.182612
-93.201255,143,1380.349298
-95.3265,89,1380.437737
-94.697114,117,1381.298803
-94.543382,176,1381.451958
-94.279418,176,1381.643961
-94.034074,121,1381.82937
-94.17598,105,1381.936339
-94.176392,85,1382.024906
-94.328691,120,1382.62277
-95.00282,81,1382.701877
-94.019666,85,1382.789758
-94.266346,113,1383.032644
-94.327499,88,1383.100399
-118.165293,71,1383.239956
-114.429947,92,1383.311868
-122.087399,132,1383.412412
-95.339757,199,1383.591073
-93.599702,113,1383.710019
-94.235068,96,1383.78112
-95.858534,76,1383.85003
-95.058107,139,1384.021522
-94.280024,130,1384.118868
-118.617805,122,1384.270347
-94.18067,85,1384.341791
-94.030603,116,1384.479074
-93.909896,132,1384.602301
-97.066898,228,1384.821836
-94.26021,82,1384.891248
-116.968295,85,1385.012675
-94.791711,99,1385.094288
-94.672148,73,1385.153076
-95.482153,123,1385.287177
-113.067233,82,1385.348603
-93.579859,124,1385.542617
-93.685259,137,1385.640239
-111.59375,63,1385.685271
-113.274116,96,1386.020866
-117.744745,104,1386.083661
-94.658876,89,1386.169712
-113.68137,67,1386.211666
-118.882762,101,1386.276061
-112.37532,88,1386.387398
-94.296834,125,1386.472389
-116.572103,123,1386.553875
-93.705587,95,1386.652915
-117.324572,77,1386.701004
-95.119102,91,1386.795397
-112.301086,73,1386.848962
-109.904417,70,1386.895548
-94.939019,97,1386.955815
-122.238752,189,1388.319012
-111.177086,121,1389.265967
-96.997077,79,1389.329163
-95.287256,84,1389.39973
-113.051157,132,1389.751838
-95.305552,77,1389.86915
-93.663113,112,1390.770515
-94.891894,101,1390.88006
-117.072983,91,1390.982473
-119.050733,152,1391.469246
-111.17136,91,1391.580245
-116.71239,125,1392.399082
-116.76351,203,1393.12327
-111.220687,86,1393.210151
-18.044049,1600,1395.22963
-94.503052,76,1395.289387
-94.129392,107,1395.492643
-96.220247,120,1395.580682
-15.349595,1600,1397.286872
-102.085388,125,1397.43987
-94.636333,107,1397.547158
-94.357284,168,1397.721061
-94.24905,106,1397.849383
-109.686034,55,1397.893612
-115.979882,99,1397.971346
-114.321403,89,1398.046645
-93.522147,131,1398.276916
-118.863086,175,1398.453498
-97.369313,111,1398.538833
-94.762258,110,1398.709122
-13.982065,1600,1400.77828
-96.161216,99,1400.881498
-122.832888,185,1401.071227
-94.037015,111,1401.162748
-93.655978,95,1401.3189
-122.34002,148,1401.429621
-18.383446,1600,1403.649954
-92.29106,113,1403.774684
-118.454717,104,1403.865232
-117.379558,84,1404.049331
-111.749707,73,1404.13146
-95.49152,77,1404.215863
-112.419587,118,1404.374101
-118.638549,105,1404.455555
-100.675539,98,1405.24632
-96.539235,69,1405.288409
-96.412976,104,1405.350906
-115.837619,79,1405.568247
-94.523735,114,1405.650494
-117.685048,141,1405.825478
-94.414263,89,1405.919019
-95.446776,89,1405.986409
-93.434328,130,1406.145641
-21.605282,1600,1408.675239
-116.942481,94,1408.752629
-94.064774,120,1408.947688
-117.039549,102,1409.031637
-115.145808,89,1409.195939
-116.332467,113,1409.286155
-116.816457,89,1409.36159
-116.650731,100,1409.481928
-111.809849,76,1409.574582
-93.148203,134,1409.821182
-112.228005,107,1409.924993
-95.257742,87,1410.011028
-110.779313,88,1410.164815
-119.392256,111,1410.264535
-93.59612,122,1410.404573
-17.057388,1600,1412.376922
-94.049685,86,1412.472522
-93.950053,134,1412.638273
-95.435586,91,1412.73085
-93.49727,119,1412.939945
-94.964911,189,1413.130917
-94.939774,84,1413.230864
-108.501681,67,1413.278832
-10.456815,1600,1415.583791
-111.971036,95,1415.89611
-94.284822,96,1417.066556
-115.492802,90,1417.153903
-94.085169,157,1417.844694
-120.087952,120,1417.933882
-116.068206,63,1418.345159
-118.471679,100,1418.422833
-101.533102,118,1418.54144
-96.351127,96,1419.271395
-117.718953,92,1419.363588
-110.872309,65,1419.432457
-119.71146,117,1419.630921
-111.812557,79,1419.739954
-121.153534,292,1420.023299
-112.19196,74,1420.178712
-115.997876,84,1420.255745
-100.316295,103,1420.35281
-116.153175,150,1420.817639
-11.877659,1600,1426.161535
-94.385597,104,1426.279739
-93.834872,110,1426.370158
-115.693262,74,1426.44877
-95.006922,77,1426.582016
-94.153324,123,1426.705626
-115.045472,56,1426.761981
-94.802321,110,1426.952306
-11.60727,1600,1428.779933
-112.97497,64,1428.875024
-92.785708,120,1429.498933
-94.091649,104,1429.599686
-120.082813,169,1430.151119
-94.222889,119,1430.315173
-113.047623,105,1430.679782
-12.366756,1600,1435.492791
-94.853033,77,1435.545059
-16.476636,1600,1437.339473
-94.117024,101,1437.468804
-93.992728,110,1437.561703
-111.463768,69,1437.615544
-114.444114,84,1437.721545
-93.917931,135,1437.83792
-122.830244,114,1438.031956
-118.85703,100,1438.134447
-93.051426,131,1438.561042
-110.312024,47,1438.591027
-9.924849,1600,1440.158918
-95.502057,75,1440.221699
-114.742246,79,1440.312231
-102.126341,86,1440.374471
-94.900522,85,1440.444802
-11.063241,1600,1442.33024
-94.271249,106,1442.414036
-101.143034,139,1442.532472
-12.264799,1600,1444.711627
-95.443029,86,1444.77403
-15.446962,1600,1446.536818
-6.083704,1600,1448.181947
-12.798341,1600,1449.616398
-6.299841,1600,1451.388619
-118.742509,99,1451.525012
-93.097404,109,1451.628918
-112.494299,77,1451.687449
-3.864262,1600,1453.318984
-95.293027,104,1453.411657
-94.492218,84,1453.485704
-6.361819,1600,1455.249284
-92.713143,94,1455.325738
-94.576889,125,1455.431246
-93.259043,159,1455.605555
-118.622933,92,1455.69216
-95.308239,77,1455.816058
-93.617119,105,1455.905162
-111.857787,95,1455.975394
-15.780725,1600,1458.403602
-93.265852,144,1458.506054
-111.806046,70,1458.58631
-119.809633,121,1458.674372
-6.288574,1600,1460.343561
-94.039989,120,1460.510841
-6.293757,1600,1462.444374
-5.123909,1600,1464.328912
-120.459049,105,1464.601815
-9.574435,1600,1466.392542
-5.588032,1600,1468.389404
-6.201344,1600,1469.757922
-7.457274,1600,1471.239296
-95.271961,262,1471.726507
-113.33809,115,1471.808554
-4.489006,1600,1473.460774
-112.284042,72,1473.597524
-4.890431,1600,1475.077581
-92.771509,152,1475.187485
-5.906621,1600,1476.670544
-115.851437,79,1476.717582
-112.576626,109,1476.788571
-111.302895,78,1476.924144
-101.538589,80,1476.977243
-100.403299,132,1477.178848
-94.809174,80,1477.274442
-116.59279,76,1477.320968
-93.098723,118,1477.48394
-119.867074,178,1477.617241
-93.76251,110,1477.829468
-94.107549,116,1477.91032
-5.62558,1600,1479.481568
-94.253629,155,1479.820403
-118.568578,79,1479.87838
-111.751443,74,1480.061418
-118.124669,58,1480.099104
-118.172428,87,1480.154823
-121.49161,160,1480.318863
-116.365402,74,1480.374241
-118.166321,146,1480.606654
-94.757045,126,1480.707608
-112.124235,80,1480.809943
-118.353654,125,1480.913625
-114.6853,131,1481.061241
-93.930076,178,1481.257394
-119.775996,108,1481.375757
-113.376054,72,1481.426
-114.904455,65,1481.482546
-110.279547,56,1481.522717
-94.312804,141,1481.67408
-94.134297,120,1481.772556
-115.987001,91,1481.889826
-110.229341,59,1481.943163
-118.521487,111,1482.030586
-110.956426,62,1482.129205
-116.490775,81,1482.198289
-119.545076,103,1482.281034
-118.814445,136,1482.437177
-115.979102,58,1482.486931
-93.551485,104,1482.609325
-110.452615,60,1482.662794
-116.072798,80,1482.726247
-115.798139,64,1482.785959
-111.608231,52,1482.872617
-5.729932,1600,1484.570489
-109.994427,50,1484.605311
-94.126086,117,1484.716161
